Employee ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating,Latitude,Longitude
00-78127306,Raymond,Grant,Female,California,Los Angeles,High School,28/09/1985,20/11/2017,,IT,Software Engineer,116050.15,Satisfactory,34.0522,-118.2437
00-67269729,Robert,Berg,Female,New York,Buffalo,Master,25/06/1981,26/01/2016,,HR,Training Coordinator,45840.64,Good,42.8864,-78.8784
00-57280982,James,Smith,Male,Texas,Austin,Master,24/06/1969,28/12/2020,07/04/2024,HR,Training Coordinator,84814.01,Needs Improvement,30.2672,-97.7431
00-60141171,Stephanie,Shaw,Female,North Carolina,Raleigh,High School,24/01/1965,02/08/2024,,IT,Network Analyst,65264.8,Needs Improvement,35.7796,-78.6382
00-41241854,Shawn,Rodriguez,Male,California,Los Angeles,High School,29/11/1967,03/05/2022,24/09/2024,Customer Service,Help Desk Technician,78150.93,Good,34.0522,-118.2437
00-29951348,Mary,Potter,Male,New York,Rochester,Master,15/07/1993,06/05/2021,22/06/2024,Customer Service,Customer Support Specialist,96934.32,Good,43.1566,-77.6088
00-65954296,David,Wade,Female,North Carolina,Greensboro,Master,26/06/1983,24/06/2024,27/01/2024,Operations,Inventory Specialist,75429.48,Satisfactory,36.0726,-79.792
00-42624154,Jeffrey,Dean,Male,Texas,Houston,PhD,09/01/1996,24/09/2023,,HR,Recruiter,74772.89,Satisfactory,29.7604,-95.3698
00-54458394,Martin,Riggs,Female,New York,Buffalo,PhD,13/07/1996,22/12/2024,,Finance,Accountant,93801.9,Excellent,42.8864,-78.8784
00-53067288,Christopher,Smith,Male,New York,Rochester,Master,14/10/1974,29/12/2023,,Finance,Accounts Payable Specialist,65174.21,Satisfactory,43.1566,-77.6088
00-11690645,Brooke,Ruiz,Male,California,San Diego,PhD,27/07/1999,06/02/2021,19/12/2022,Finance,Accountant,58764.29,Excellent,32.7157,-117.1611
00-20400848,Jennifer,Stout,Male,New York,New York City,PhD,02/11/1974,15/12/2022,,Marketing,Marketing Coordinator,74441.83,Satisfactory,40.7128,-74.006
00-58062561,Richard,Glenn,Male,California,Los Angeles,PhD,27/09/1976,26/03/2017,29/12/2020,Customer Service,Customer Support Specialist,69796.97,Needs Improvement,34.0522,-118.2437
00-82633977,Gabriel,Johnson,Female,North Carolina,Raleigh,Bachelor,25/07/2000,16/06/2019,,Marketing,SEO Specialist,63577.01,Good,35.7796,-78.6382
00-43947008,Kimberly,Brandt,Female,North Carolina,Charlotte,Master,16/10/1973,14/01/2018,05/11/2023,Finance,Accountant,51291.39,Good,35.2271,-80.8431
00-19914473,Brandon,Stewart,Female,North Carolina,Greensboro,Bachelor,04/12/1965,14/03/2025,20/11/2022,Marketing,SEO Specialist,91072.83,Good,36.0726,-79.792
00-29745575,Shannon,Stewart,Female,New York,Buffalo,Master,01/10/1971,29/09/2021,18/03/2022,Finance,Accountant,91084.76,Needs Improvement,42.8864,-78.8784
00-45991164,Carly,Mitchell,Female,California,San Diego,PhD,09/01/1995,22/01/2021,,Operations,Operations Analyst,49466.8,Satisfactory,32.7157,-117.1611
00-81834201,Patrick,Robertson,Male,California,San Diego,Master,17/05/2002,27/10/2024,13/09/2022,Operations,Operations Analyst,57788.84,Good,32.7157,-117.1611
00-89663847,Mark,Moran,Male,New York,Rochester,PhD,01/09/1978,20/06/2023,,IT,Software Engineer,105488.84,Excellent,43.1566,-77.6088
00-91711882,Tiffany,Davis,Male,California,San Francisco,Master,01/08/1989,11/12/2022,,Operations,Inventory Specialist,71388.25,Needs Improvement,37.7749,-122.4194
00-25967043,Todd,Parker,Male,North Carolina,Greensboro,Bachelor,25/12/1987,08/06/2024,24/11/2022,Finance,Accounts Payable Specialist,67553.86,Satisfactory,36.0726,-79.792
00-98300561,Amy,Cowan,Female,California,San Diego,Master,15/03/1983,21/01/2019,13/03/2021,Operations,Operations Analyst,95719.08,Needs Improvement,32.7157,-117.1611
00-84756256,Caitlin,Gamble,Female,North Carolina,Raleigh,High School,30/10/1983,05/06/2024,,Customer Service,Help Desk Technician,73174.54,Needs Improvement,35.7796,-78.6382
00-10426012,Stephen,Price,Male,New York,Rochester,Bachelor,28/03/1999,15/10/2022,13/01/2023,Marketing,Marketing Coordinator,116797.54,Needs Improvement,43.1566,-77.6088
00-43501292,Lauren,Nguyen,Male,California,San Francisco,PhD,17/11/1985,31/12/2016,,Customer Service,Customer Support Specialist,110161.05,Needs Improvement,37.7749,-122.4194
00-46989925,Matthew,Garza,Female,Texas,Dallas,Bachelor,15/02/1979,30/12/2018,20/02/2021,IT,Software Engineer,79383.97,Satisfactory,32.7767,-96.797
00-80772929,Shelley,Short,Female,New York,Rochester,Bachelor,05/02/1999,31/01/2025,,Marketing,Content Strategist,57288.46,Satisfactory,43.1566,-77.6088
00-16082112,William,Dunn,Male,Texas,Houston,High School,19/10/1981,10/06/2019,,IT,Software Engineer,60591.14,Satisfactory,29.7604,-95.3698
00-38267263,Jessica,Howard,Male,California,San Diego,PhD,14/03/1979,15/09/2017,06/03/2021,HR,Training Coordinator,99220.79,Satisfactory,32.7157,-117.1611
00-43986189,Angela,Lee,Female,North Carolina,Raleigh,High School,04/10/1973,26/02/2023,31/08/2022,IT,Network Analyst,53302.3,Excellent,35.7796,-78.6382
00-92291827,Justin,Stafford,Male,New York,New York City,Master,25/01/2000,05/01/2021,26/01/2025,IT,Software Engineer,88804.76,Satisfactory,40.7128,-74.006
00-84899423,Victoria,Daniels,Male,California,San Diego,Master,12/11/2000,30/04/2016,24/03/2021,Marketing,SEO Specialist,76570.05,Satisfactory,32.7157,-117.1611
00-72422865,Stanley,Horn,Male,New York,Buffalo,PhD,19/11/1994,27/01/2016,25/12/2024,Finance,Accounts Payable Specialist,48554.38,Satisfactory,42.8864,-78.8784
00-57317206,Abigail,Kirk,Female,North Carolina,Raleigh,Bachelor,26/05/1988,31/01/2024,,Operations,Logistics Coordinator,42134.99,Excellent,35.7796,-78.6382
00-40041044,Pedro,Moore,Female,California,Los Angeles,Bachelor,22/09/2000,19/11/2024,04/12/2022,Operations,Inventory Specialist,101918.82,Needs Improvement,34.0522,-118.2437
00-54505947,Scott,Watson,Female,Texas,Austin,High School,12/09/1975,16/07/2017,12/08/2022,Customer Service,Help Desk Technician,72559.14,Needs Improvement,30.2672,-97.7431
00-72398560,Timothy,Thompson,Female,Texas,Austin,Master,15/06/1996,18/07/2021,12/03/2021,Marketing,SEO Specialist,60470.27,Satisfactory,30.2672,-97.7431
00-92636940,Mark,Jackson,Female,California,San Diego,PhD,22/04/2002,22/02/2018,09/01/2021,Customer Service,Help Desk Technician,43417.52,Excellent,32.7157,-117.1611
00-54575859,David,Miller,Male,Texas,Austin,Bachelor,18/12/1976,13/02/2024,,Finance,Accounts Payable Specialist,48484.77,Needs Improvement,30.2672,-97.7431
00-69739401,David,Wheeler,Female,Texas,Austin,PhD,19/08/1970,12/03/2019,25/09/2023,Operations,Logistics Coordinator,62249.35,Excellent,30.2672,-97.7431
00-37667591,James,Dennis,Female,New York,Rochester,PhD,18/01/1988,03/07/2023,10/02/2025,Operations,Logistics Coordinator,102579.04,Needs Improvement,43.1566,-77.6088
00-93898103,Shannon,Wheeler,Male,North Carolina,Raleigh,Bachelor,30/04/1979,10/04/2021,20/05/2025,IT,Network Analyst,70297.85,Satisfactory,35.7796,-78.6382
00-37084300,Megan,Nguyen,Female,New York,Buffalo,PhD,10/10/1975,13/01/2024,20/09/2021,HR,Training Coordinator,75592.2,Excellent,42.8864,-78.8784
00-90900111,Sara,Gibbs,Male,California,San Francisco,Bachelor,29/01/1980,07/12/2018,11/05/2022,Finance,Accountant,107033.91,Excellent,37.7749,-122.4194
00-41507310,Jeffrey,Abbott,Male,New York,Buffalo,High School,11/10/1968,10/12/2015,12/01/2021,Operations,Operations Analyst,113311.65,Excellent,42.8864,-78.8784
00-86168156,Stephen,Gregory,Male,Texas,Austin,Bachelor,08/03/1970,31/05/2025,,IT,Network Analyst,113908.5,Needs Improvement,30.2672,-97.7431
00-73898480,Catherine,Haney,Male,New York,Buffalo,Master,19/04/1976,16/08/2022,,IT,System Administrator,116381.61,Needs Improvement,42.8864,-78.8784
00-87358200,Maxwell,Rodriguez,Male,Texas,Austin,High School,08/09/1987,09/07/2024,28/11/2023,HR,Recruiter,118995.93,Good,30.2672,-97.7431
00-76841246,Miguel,Cruz,Male,Texas,Austin,PhD,24/07/2002,07/05/2025,,Marketing,SEO Specialist,72773.83,Excellent,30.2672,-97.7431
00-18184429,Marcia,Martin,Male,New York,Rochester,Bachelor,22/01/1973,10/04/2019,,Customer Service,Customer Support Specialist,72977.35,Excellent,43.1566,-77.6088
00-34847287,Chelsea,Green,Male,New York,New York City,Master,12/05/1987,06/12/2024,,Marketing,SEO Specialist,54777.51,Excellent,40.7128,-74.006
00-36043910,Charles,Davidson,Female,North Carolina,Raleigh,Bachelor,25/06/1991,04/03/2016,06/08/2024,Finance,Accounts Payable Specialist,45119.48,Good,35.7796,-78.6382
00-90105942,Nathan,Thomas,Male,Texas,Austin,Master,06/06/1992,02/03/2022,,Operations,Logistics Coordinator,115400.64,Satisfactory,30.2672,-97.7431
00-21618792,Amanda,Singleton,Male,New York,New York City,Bachelor,21/11/1987,26/02/2025,16/03/2022,Operations,Logistics Coordinator,106774.59,Needs Improvement,40.7128,-74.006
00-81551534,Amy,Bell,Male,New York,Rochester,Bachelor,06/05/1995,07/12/2015,15/03/2024,Operations,Logistics Coordinator,74086.41,Needs Improvement,43.1566,-77.6088
00-37136612,Kristen,Monroe,Male,North Carolina,Greensboro,PhD,16/02/1983,06/11/2019,,Operations,Logistics Coordinator,101752.41,Good,36.0726,-79.792
00-82800384,Christopher,Kelly,Female,New York,New York City,High School,10/10/1971,01/08/2025,29/05/2022,IT,Software Engineer,106987.87,Good,40.7128,-74.006
00-79378440,Wanda,Decker,Male,North Carolina,Greensboro,Master,24/02/1966,01/04/2024,,Marketing,Marketing Coordinator,106273.67,Excellent,36.0726,-79.792
00-20126268,James,Rivas,Female,New York,New York City,PhD,17/08/1994,25/06/2022,08/03/2023,Marketing,Marketing Coordinator,78765.75,Satisfactory,40.7128,-74.006
00-69492086,Jacob,Hahn,Male,North Carolina,Raleigh,PhD,05/06/1998,15/10/2020,20/07/2023,Customer Service,Customer Support Specialist,90733.12,Excellent,35.7796,-78.6382
00-74200033,Michael,Gardner,Female,California,Los Angeles,Master,04/11/1972,27/07/2018,,HR,Recruiter,41940.21,Satisfactory,34.0522,-118.2437
00-28278205,Brian,Cruz,Female,New York,New York City,PhD,16/07/2002,28/11/2018,06/08/2024,Marketing,SEO Specialist,72278.67,Needs Improvement,40.7128,-74.006
00-28541766,Jane,Roberts,Male,Texas,Dallas,Bachelor,08/01/1985,17/02/2020,,HR,Recruiter,43250.36,Excellent,32.7767,-96.797
00-90561453,Monica,Green,Male,Texas,Dallas,Master,12/05/1999,22/01/2023,24/07/2024,IT,Software Engineer,48873.51,Satisfactory,32.7767,-96.797
00-72492682,Patrick,White,Male,North Carolina,Greensboro,High School,29/03/1989,12/05/2018,,Customer Service,Customer Support Specialist,78221.38,Excellent,36.0726,-79.792
00-72063935,Benjamin,Long,Female,California,San Diego,Master,05/07/1975,18/07/2022,,Customer Service,Customer Support Specialist,102049.54,Good,32.7157,-117.1611
00-16454601,Brian,Lewis,Female,Texas,Dallas,Bachelor,17/07/1978,03/11/2021,10/04/2023,HR,Training Coordinator,59998.21,Excellent,32.7767,-96.797
00-38336242,Jeffrey,Garcia,Male,California,San Francisco,High School,11/03/1990,25/11/2022,,Operations,Inventory Specialist,62352.07,Satisfactory,37.7749,-122.4194
00-80135638,Chloe,Hernandez,Female,New York,Rochester,High School,03/02/1996,11/05/2018,19/07/2024,Operations,Logistics Coordinator,103182.69,Needs Improvement,43.1566,-77.6088
00-94608741,Stephanie,Jones,Female,Texas,Austin,Bachelor,11/04/2002,29/11/2017,20/01/2022,Marketing,SEO Specialist,101802.75,Satisfactory,30.2672,-97.7431
00-69718138,Katrina,Gibson,Female,California,San Francisco,Bachelor,31/03/1974,23/07/2019,,Marketing,SEO Specialist,50637.65,Satisfactory,37.7749,-122.4194
00-16415169,Christine,Craig,Male,California,San Diego,Bachelor,10/04/1982,09/10/2023,01/10/2021,IT,System Administrator,76926.7,Excellent,32.7157,-117.1611
00-51906541,Jason,Lopez,Male,New York,New York City,Master,21/03/1984,31/01/2016,04/10/2020,Operations,Inventory Specialist,88328.07,Satisfactory,40.7128,-74.006
00-63820772,Miguel,Pittman,Male,California,San Diego,PhD,12/01/1974,21/12/2020,28/07/2022,HR,HR Specialist,78397.55,Satisfactory,32.7157,-117.1611
00-57252640,Paul,Chan,Female,Texas,Houston,High School,05/08/2002,21/07/2023,,Marketing,SEO Specialist,101066.76,Excellent,29.7604,-95.3698
00-56126132,Tracey,Harmon,Female,Texas,Dallas,PhD,24/11/1980,12/03/2021,27/08/2022,Operations,Inventory Specialist,91113.22,Good,32.7767,-96.797
00-69722621,Frances,Wilson,Female,New York,Rochester,PhD,26/10/1995,23/02/2019,20/05/2021,Customer Service,Customer Support Specialist,119700.93,Good,43.1566,-77.6088
00-77244827,Christopher,Walker,Male,North Carolina,Charlotte,High School,25/08/1988,11/03/2022,21/07/2025,Customer Service,Help Desk Technician,115928.96,Needs Improvement,35.2271,-80.8431
00-52540318,Kayla,Smith,Male,New York,Rochester,Bachelor,13/05/1973,13/06/2017,16/12/2021,Customer Service,Help Desk Technician,104848.53,Satisfactory,43.1566,-77.6088
00-45970507,Christine,Olsen,Male,North Carolina,Charlotte,High School,24/02/1995,16/02/2025,,Finance,Accounts Payable Specialist,117017.55,Satisfactory,35.2271,-80.8431
00-72421172,Michele,Hernandez,Female,California,San Francisco,PhD,27/07/1991,08/03/2018,29/10/2021,IT,Network Analyst,60386.21,Good,37.7749,-122.4194
00-42414208,Caitlin,Jones,Female,California,San Francisco,Master,15/05/1977,22/03/2024,31/08/2021,Operations,Operations Analyst,78380.4,Excellent,37.7749,-122.4194
00-37210823,Michelle,Conner,Male,California,Los Angeles,High School,14/01/1990,10/05/2023,24/03/2024,IT,System Administrator,68832.04,Good,34.0522,-118.2437
00-48507693,Ashley,Taylor,Male,California,San Diego,Master,01/12/1966,05/08/2018,,Operations,Logistics Coordinator,64116.99,Satisfactory,32.7157,-117.1611
00-81628370,Megan,Valencia,Female,Texas,Houston,High School,28/03/1981,06/05/2023,,HR,HR Specialist,115088.02,Good,29.7604,-95.3698
00-38818368,Kenneth,Henry,Male,California,Los Angeles,Bachelor,31/05/1977,16/04/2024,20/10/2024,Finance,Accounts Payable Specialist,82491.43,Needs Improvement,34.0522,-118.2437
00-28570819,Peter,Turner,Male,California,San Francisco,Master,22/01/1984,17/07/2019,02/04/2021,Operations,Inventory Specialist,58736.27,Needs Improvement,37.7749,-122.4194
00-54291889,Lucas,Harrington,Male,New York,Buffalo,High School,07/05/1991,07/05/2025,08/03/2021,Marketing,SEO Specialist,60706.59,Satisfactory,42.8864,-78.8784
00-44851439,Denise,Graham,Female,North Carolina,Greensboro,Bachelor,08/06/1983,11/01/2021,11/11/2022,Finance,Accountant,81194.05,Excellent,36.0726,-79.792
00-20880350,Michelle,Harmon,Female,California,San Diego,Master,23/11/1971,22/07/2016,21/02/2023,Customer Service,Customer Support Specialist,61272.0,Needs Improvement,32.7157,-117.1611
00-99844710,Cindy,Ramirez,Male,New York,Rochester,PhD,08/12/1978,31/03/2025,02/11/2020,Customer Service,Help Desk Technician,44663.6,Excellent,43.1566,-77.6088
00-18023096,Steve,Simmons,Female,North Carolina,Greensboro,High School,13/12/1965,24/01/2023,08/03/2025,HR,HR Specialist,116220.26,Excellent,36.0726,-79.792
00-34932405,Adrian,Barnes,Male,North Carolina,Charlotte,Bachelor,28/03/1999,18/06/2023,03/02/2021,Marketing,Marketing Coordinator,59250.63,Satisfactory,35.2271,-80.8431
00-79275080,Ashley,Stevenson,Male,Texas,Houston,PhD,10/05/1974,31/12/2022,,HR,HR Specialist,104896.49,Needs Improvement,29.7604,-95.3698
00-48769932,Ann,Hudson,Male,Texas,Austin,High School,04/07/1975,20/08/2021,27/06/2023,Finance,Accounts Payable Specialist,59418.66,Excellent,30.2672,-97.7431
00-43932488,Benjamin,Lee,Male,North Carolina,Charlotte,Bachelor,09/06/1994,18/07/2024,08/05/2022,Customer Service,Customer Support Specialist,71233.11,Excellent,35.2271,-80.8431
00-64590024,Marc,Klein,Female,New York,Buffalo,Bachelor,30/08/1977,12/12/2017,14/03/2024,Customer Service,Help Desk Technician,89003.94,Good,42.8864,-78.8784
00-11536036,Brian,Atkins,Female,Texas,Austin,High School,17/10/1991,24/01/2019,07/05/2024,IT,Network Analyst,59241.25,Needs Improvement,30.2672,-97.7431
00-81723461,Brandon,Chavez,Female,Texas,Dallas,High School,10/10/1982,11/08/2020,,Finance,Financial Analyst,49436.77,Needs Improvement,32.7767,-96.797
00-52750428,Michael,Williams,Male,North Carolina,Raleigh,High School,16/12/1996,01/02/2017,03/04/2023,Marketing,SEO Specialist,107050.55,Good,35.7796,-78.6382
00-41782989,Rebecca,Rodriguez,Female,Texas,Austin,High School,16/05/1993,17/07/2025,03/07/2025,Marketing,Content Strategist,97260.46,Good,30.2672,-97.7431
00-35989857,Michaela,Gutierrez,Male,Texas,Houston,Master,15/05/1983,22/11/2023,03/12/2023,Operations,Logistics Coordinator,111183.47,Satisfactory,29.7604,-95.3698
00-31641683,Alexander,Park,Female,California,San Diego,Bachelor,03/05/1973,20/05/2023,,Operations,Operations Analyst,104543.1,Needs Improvement,32.7157,-117.1611
00-44944891,Gregory,Torres,Male,North Carolina,Charlotte,PhD,11/10/1977,11/09/2023,,Finance,Accountant,74809.14,Excellent,35.2271,-80.8431
00-48354334,Patricia,Ramirez,Male,North Carolina,Charlotte,High School,25/07/1970,09/06/2019,11/02/2025,Finance,Accounts Payable Specialist,52608.44,Satisfactory,35.2271,-80.8431
00-15509993,Jack,Lawson,Male,Texas,Houston,PhD,15/10/1976,16/01/2018,16/10/2020,HR,Training Coordinator,113175.86,Excellent,29.7604,-95.3698
00-65716677,Stephanie,Davis,Female,Texas,Austin,PhD,07/07/1985,12/09/2021,,IT,Network Analyst,51718.3,Satisfactory,30.2672,-97.7431
00-75101871,Tracey,Sullivan,Male,Texas,Austin,High School,25/01/2000,30/12/2015,,Operations,Inventory Specialist,91651.55,Good,30.2672,-97.7431
00-12089485,Alex,Smith,Male,California,San Diego,High School,15/10/2000,01/02/2019,15/12/2023,IT,System Administrator,96357.07,Needs Improvement,32.7157,-117.1611
00-88094755,Robert,Montes,Female,New York,Rochester,PhD,14/08/2001,13/01/2016,,HR,Recruiter,75011.5,Excellent,43.1566,-77.6088
00-84012544,Zachary,Thomas,Female,California,San Francisco,Master,09/07/1976,11/08/2024,17/12/2020,Customer Service,Help Desk Technician,49301.51,Good,37.7749,-122.4194
00-92388285,Michael,Little,Female,California,San Diego,Bachelor,09/03/1999,10/06/2017,,IT,System Administrator,67785.05,Satisfactory,32.7157,-117.1611
00-78179241,Amanda,Glover,Female,North Carolina,Raleigh,Master,01/03/1982,14/01/2022,,Finance,Financial Analyst,40466.89,Needs Improvement,35.7796,-78.6382
00-19120016,Tonya,Ingram,Female,New York,New York City,High School,31/07/1982,10/08/2024,06/03/2024,HR,Recruiter,90359.25,Excellent,40.7128,-74.006
00-80616636,Lisa,Robinson,Male,California,Los Angeles,PhD,06/05/1997,02/04/2024,,HR,HR Specialist,81459.59,Excellent,34.0522,-118.2437
00-36250236,Timothy,Phillips,Male,North Carolina,Charlotte,High School,27/01/1971,05/07/2016,27/02/2021,IT,System Administrator,66678.26,Needs Improvement,35.2271,-80.8431
00-80798813,Brett,Edwards,Female,North Carolina,Raleigh,PhD,09/04/1994,30/04/2019,14/12/2021,Marketing,Marketing Coordinator,101285.09,Excellent,35.7796,-78.6382
00-72684737,Jake,Jones,Male,Texas,Dallas,PhD,09/01/1973,20/02/2024,08/08/2023,HR,Recruiter,85271.5,Good,32.7767,-96.797
00-21526609,Regina,Ruiz,Female,North Carolina,Raleigh,Master,17/02/1992,13/04/2020,,IT,System Administrator,65000.5,Needs Improvement,35.7796,-78.6382
00-57532012,Michael,Johnson,Female,New York,Buffalo,PhD,05/12/1975,16/11/2024,,Finance,Accounts Payable Specialist,59428.76,Good,42.8864,-78.8784
00-84846024,Tonya,Baker,Male,New York,New York City,Bachelor,29/08/1978,15/01/2022,19/07/2024,IT,Network Analyst,108874.83,Good,40.7128,-74.006
00-22785470,Ralph,Anderson,Female,New York,Rochester,PhD,15/01/1980,18/06/2020,,HR,Recruiter,44366.11,Excellent,43.1566,-77.6088
00-31874952,Anthony,Miller,Female,California,San Francisco,Bachelor,24/10/1999,27/02/2023,30/01/2024,HR,Recruiter,116884.08,Excellent,37.7749,-122.4194
00-24835504,Tracy,Stephenson,Male,New York,Buffalo,Bachelor,01/10/1978,16/03/2017,28/01/2022,Customer Service,Help Desk Technician,96390.65,Good,42.8864,-78.8784
